route,product_area,entry_modes,navigated_by,current_return_mechanism,expected_return_semantic,visible_affordance,system_back_effective,deeplink_fallback,context_preservation,mobile_viable,classification,required_correction,widget,file
/invite,other,in-app|deep-link,push=2,none,PARENT_RETURN,no,yes,n/a,unknown,NO,MISSING_RETURN_PATH,child destination with no product-owned return,InviteHubScreen,lib/features/invitations/presentation/invite_hub_screen.dart
/invite/create,other,in-app|deep-link,not-navigated-by-literal,own back icon,STACK_RETURN,yes,unknown,n/a,ok,yes,COMPLIANT,own affordance,InviteCreateScreen,lib/features/invitations/presentation/invite_create_screen.dart
/invite/accept,other,in-app|deep-link,not-navigated-by-literal,go(fixed),PARENT_RETURN,no,unknown,n/a,unknown,NO,MISSING_RETURN_PATH,child destination with no product-owned return,InviteAcceptScreen,lib/features/invitations/presentation/invite_accept_screen.dart
/invite/import,other,in-app|deep-link,push=1,own back icon; AppBar; pop() UNGUARDED,STACK_RETURN needs a PARENT_RETURN fallback,yes,yes,n/a,unknown,NO,WRONG_RETURN_SEMANTICS,affordance pops without checking the stack,ContactImportScreen,lib/features/invitations/presentation/contact_import_screen.dart
/admin,admin,in-app|deep-link,go=1 push=1,go(fixed),PARENT_RETURN,no,yes,n/a,unknown,NO,MISSING_RETURN_PATH,child destination with no product-owned return,AdminWorkspaceScreen,lib/features/institutions/presentation/admin_workspace_screen.dart
/admin/communications,admin,in-app|deep-link,go=1,none,PARENT_RETURN,no,no — reached by go(),n/a,unknown,NO,MISSING_RETURN_PATH,child destination with no product-owned return,AdminCommunicationsScreen,lib/features/admin/presentation/admin_communications_screen.dart
/admin/institutions,admin,in-app|deep-link,go=1,own back icon; go(fixed),STACK_RETURN with PARENT_RETURN fallback,yes,no — reached by go(),n/a,unknown,yes,HARDCODED_PARENT_RETURN,back-looking control navigates to a FIXED path,AdminInstitutionsScreen,lib/features/admin/presentation/admin_institutions_screen.dart
/admin/institutions/:id/members,admin,in-app|deep-link|notification|external-link,not-navigated-by-literal,pop() UNGUARDED,STACK_RETURN + DEEP_LINK_FALLBACK to a canonical parent,no,unknown,MISSING,unknown,NO,DEEPLINK_ESCAPE_MISSING,addressable detail with no product-owned return,AdminInstitutionMembersScreen,lib/features/admin/presentation/admin_institution_members_screen.dart
/admin/users,admin,in-app|deep-link,go=2,none,PARENT_RETURN,no,no — reached by go(),n/a,unknown,NO,MISSING_RETURN_PATH,child destination with no product-owned return,AdminUsersScreen,lib/features/admin/presentation/admin_users_screen.dart
/admin/grants,admin,in-app|deep-link,go=1,none,PARENT_RETURN,no,no — reached by go(),n/a,unknown,NO,MISSING_RETURN_PATH,child destination with no product-owned return,AdminGrantsScreen,lib/features/admin/presentation/admin_grants_screen.dart
/admin/audit-logs,admin,in-app|deep-link,go=1,none,PARENT_RETURN,no,no — reached by go(),n/a,unknown,NO,MISSING_RETURN_PATH,child destination with no product-owned return,AdminAuditLogsScreen,lib/features/admin/presentation/admin_audit_logs_screen.dart
/admin/settings,admin,in-app|deep-link,go=1,none,PARENT_RETURN,no,no — reached by go(),n/a,unknown,NO,MISSING_RETURN_PATH,child destination with no product-owned return,AdminSettingsScreen,lib/features/admin/presentation/admin_settings_screen.dart
/admin/feature-flags,admin,in-app|deep-link,go=1,none,PARENT_RETURN,no,no — reached by go(),n/a,unknown,NO,MISSING_RETURN_PATH,child destination with no product-owned return,AdminFeatureFlagsScreen,lib/features/admin/presentation/admin_feature_flags_screen.dart
/admin/institution-domains,admin,in-app|deep-link,go=1,none,PARENT_RETURN,no,no — reached by go(),n/a,unknown,NO,MISSING_RETURN_PATH,child destination with no product-owned return,AdminInstitutionDomainsScreen,lib/features/admin/presentation/admin_institution_domains_screen.dart
/admin/review-queue,admin,in-app|deep-link,go=2,own back icon,STACK_RETURN,yes,no — reached by go(),n/a,ok,yes,COMPLIANT,own affordance,AdminReviewQueueScreen,lib/features/admin/presentation/admin_review_queue_screen.dart
/admin/migrations,admin,in-app|deep-link,not-navigated-by-literal,none,PARENT_RETURN,no,unknown,n/a,unknown,NO,MISSING_RETURN_PATH,child destination with no product-owned return,AdminMigrationsScreen,lib/features/admin/presentation/admin_migrations_screen.dart
/admin/policies,admin,in-app|deep-link,go=1,none,PARENT_RETURN,no,no — reached by go(),n/a,unknown,NO,MISSING_RETURN_PATH,child destination with no product-owned return,AdminPoliciesScreen,lib/features/admin/presentation/admin_policies_screen.dart
/admin/moderation,admin,in-app|deep-link,go=1,pop() UNGUARDED,PARENT_RETURN,no,no — reached by go(),n/a,unknown,NO,MISSING_RETURN_PATH,child destination with no product-owned return,AdminModerationScreen,lib/features/admin/presentation/admin_moderation_screen.dart
/admin/media-appeals,admin,in-app|deep-link,not-navigated-by-literal,none,PARENT_RETURN,no,unknown,n/a,unknown,NO,MISSING_RETURN_PATH,child destination with no product-owned return,AdminMediaAppealsScreen,lib/features/admin/presentation/admin_media_appeals_screen.dart
/admin/support,admin,in-app|deep-link,go=1,own back icon,STACK_RETURN,yes,no — reached by go(),n/a,ok,yes,COMPLIANT,own affordance,AdminSupportConsoleScreen,lib/features/support/presentation/admin_support_console_screen.dart
/compose,other,in-app|deep-link,push=1,own back icon; pop()+canPop; go(fixed),STACK_RETURN with PARENT_RETURN fallback,yes,yes,n/a,ok,yes,COMPLIANT,own affordance + stack-aware pop,ComposeScreen,lib/features/posts/presentation/compose_screen.dart
/posts/:postId/edit,publication,in-app|deep-link|notification|external-link,push=1,own back icon; pop()+canPop; go(fixed),STACK_RETURN with PARENT_RETURN fallback,yes,yes,yes,ok,yes,COMPLIANT,own affordance + stack-aware pop,ComposeScreen,lib/features/posts/presentation/compose_screen.dart
/enter-institution,machinery/gate,in-app|deep-link,not-navigated-by-literal,none,governed by RC4 destination continuity,no,unknown,n/a,ok,yes,PROTECTED_BOUNDARY,auth/boot machinery,InstitutionSignInScreen,lib/screens/institution_sign_in_screen.dart
/institution/standing,institution,in-app|deep-link,not-navigated-by-literal,none,PARENT_RETURN,no,unknown,n/a,unknown,NO,MISSING_RETURN_PATH,child destination with no product-owned return,InstitutionStandingScreen,lib/features/institutions/presentation/institution_standing_screen.dart
/institution/dashboard,institution,in-app|deep-link,go=6 push=2,none,n/a,no,yes,n/a,ok,yes,NOT_A_SURFACE,shorthand redirect with a loading placeholder,,
/institution/:institutionId/dashboard,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,none,ROOT_NO_RETURN (shell owns lateral movement),no,unknown,yes,ok,yes,ROOT_NO_RETURN_REQUIRED,institution workspace root,InstitutionDashboardScreen,lib/features/institutions/presentation/institution_dashboard_screen.dart
/institution/domains,institution,in-app|deep-link,not-navigated-by-literal,none,n/a,no,unknown,n/a,ok,yes,NOT_A_SURFACE,shorthand redirect with a loading placeholder,,
/institution/:institutionId/domains,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,pop() UNGUARDED,STACK_RETURN + DEEP_LINK_FALLBACK to a canonical parent,no,unknown,MISSING,unknown,NO,DEEPLINK_ESCAPE_MISSING,addressable detail with no product-owned return,InstitutionDomainsScreen,lib/features/institutions/domain/institution_domains_screen.dart
/institution/:institutionId/units/:unitId,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,none,STACK_RETURN + DEEP_LINK_FALLBACK to a canonical parent,no,unknown,MISSING,unknown,NO,DEEPLINK_ESCAPE_MISSING,addressable detail with no product-owned return,InstitutionUnitContextScreen,lib/features/institutions/units/institution_unit_context_screen.dart
/institution/:institutionId/units,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,pop() UNGUARDED,STACK_RETURN + DEEP_LINK_FALLBACK to a canonical parent,no,unknown,MISSING,unknown,NO,DEEPLINK_ESCAPE_MISSING,addressable detail with no product-owned return,InstitutionUnitsScreen,lib/features/institutions/units/institution_units_screen.dart
/institution/:institutionId/public-engagement,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,none,STACK_RETURN + DEEP_LINK_FALLBACK to a canonical parent,no,unknown,MISSING,unknown,NO,DEEPLINK_ESCAPE_MISSING,addressable detail with no product-owned return,EngagementListScreen,lib/features/institutions/engagement/engagement_list_screen.dart
/institution/:institutionId/public-engagement/participation,institution,in-app|deep-link|notification|external-link,push=1,pop() UNGUARDED,STACK_RETURN + DEEP_LINK_FALLBACK to a canonical parent,no,yes,MISSING,unknown,NO,DEEPLINK_ESCAPE_MISSING,addressable detail with no product-owned return,ParticipationScreen,lib/features/institutions/participation/participation_screen.dart
/institution/:institutionId/public-engagement/:recordId,institution,in-app|deep-link|notification|external-link,push=1,pop() UNGUARDED,STACK_RETURN + DEEP_LINK_FALLBACK to a canonical parent,no,yes,MISSING,unknown,NO,DEEPLINK_ESCAPE_MISSING,addressable detail with no product-owned return,EngagementDetailScreen,lib/features/institutions/engagement/engagement_detail_screen.dart
/institution/profile,institution,in-app|deep-link,not-navigated-by-literal,none,n/a,no,unknown,n/a,ok,yes,NOT_A_SURFACE,shorthand redirect with a loading placeholder,,
/institution/:institutionId/profile,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,none,STACK_RETURN + DEEP_LINK_FALLBACK to a canonical parent,no,unknown,MISSING,unknown,NO,DEEPLINK_ESCAPE_MISSING,addressable detail with no product-owned return,InstitutionProfileScreen,lib/features/institutions/profile/institution_profile_screen.dart
/institution/edit-profile,institution,in-app|deep-link,not-navigated-by-literal,none,n/a,no,unknown,n/a,ok,yes,NOT_A_SURFACE,shorthand redirect with a loading placeholder,,
/institution/:institutionId/edit-profile,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,own back icon,STACK_RETURN,yes,unknown,yes,ok,yes,COMPLIANT,own affordance,InstitutionEditProfileScreen,lib/features/institutions/profile/institution_edit_profile_screen.dart
/institution/request-verification,institution,in-app|deep-link,not-navigated-by-literal,none,n/a,no,unknown,n/a,ok,yes,NOT_A_SURFACE,shorthand redirect with a loading placeholder,,
/institution/:institutionId/request-verification,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,none,STACK_RETURN + DEEP_LINK_FALLBACK to a canonical parent,no,unknown,MISSING,unknown,NO,DEEPLINK_ESCAPE_MISSING,addressable detail with no product-owned return,InstitutionRequestVerificationScreen,lib/features/institutions/verification/institution_request_verification_screen.dart
/institution/correspondence,institution,in-app|deep-link,not-navigated-by-literal,none,n/a,no,unknown,n/a,ok,yes,NOT_A_SURFACE,redirect-only route,,
/institution/:institutionId/correspondence,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,none,n/a,no,unknown,yes,ok,yes,NOT_A_SURFACE,redirect-only route,,
/institution/announcements,institution,in-app|deep-link,not-navigated-by-literal,none,n/a,no,unknown,n/a,ok,yes,NOT_A_SURFACE,redirect-only route,,
/institution/live-rooms,institution,in-app|deep-link,not-navigated-by-literal,none,n/a,no,unknown,n/a,ok,yes,NOT_A_SURFACE,redirect-only route,,
/institution/:institutionId/live-rooms,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,own back icon; pop() UNGUARDED; go(fixed),STACK_RETURN needs a PARENT_RETURN fallback,yes,unknown,yes,unknown,NO,WRONG_RETURN_SEMANTICS,affordance pops without checking the stack,InstitutionLiveRoomsScreen,lib/features/institutions/live_rooms/institution_live_rooms_screen.dart
/institution/:institutionId/announcements,institution,in-app|deep-link|notification|external-link,go=2,own back icon; go(fixed),ROOT_NO_RETURN (shell owns lateral movement),yes,no — reached by go(),yes,ok,yes,ROOT_NO_RETURN_REQUIRED,institution workspace root,InstitutionAnnouncementsScreen,lib/features/institutions/announcements/institution_announcements_screen.dart
/institution/:institutionId/announcements/new,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,none,STACK_RETURN + DEEP_LINK_FALLBACK to a canonical parent,no,unknown,MISSING,unknown,NO,DEEPLINK_ESCAPE_MISSING,addressable detail with no product-owned return,InstitutionRouteScope,lib/core/institutions/institution_route_scope.dart
/institution/:institutionId/announcements/:announcementId/edit,institution,in-app|deep-link|notification|external-link,push=1,none,STACK_RETURN + DEEP_LINK_FALLBACK to a canonical parent,no,yes,MISSING,unknown,NO,DEEPLINK_ESCAPE_MISSING,addressable detail with no product-owned return,InstitutionRouteScope,lib/core/institutions/institution_route_scope.dart
/institution/:institutionId/spaces,institution,in-app|deep-link|notification|external-link,go=2 push=1,own back icon,ROOT_NO_RETURN (shell owns lateral movement),yes,yes,yes,ok,yes,ROOT_NO_RETURN_REQUIRED,institution workspace root,InstitutionSpacesScreen,lib/features/institutions/presentation/institution_spaces_screen.dart
/institution/:institutionId/spaces/:spaceAddress,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,none,STACK_RETURN + DEEP_LINK_FALLBACK to a canonical parent,no,unknown,MISSING,unknown,NO,DEEPLINK_ESCAPE_MISSING,addressable detail with no product-owned return,InstitutionSpaceScreen,lib/features/institutions/spaces/institution_space_screen.dart
/institution/:institutionId/members,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,own back icon,ROOT_NO_RETURN (shell owns lateral movement),yes,unknown,yes,ok,yes,ROOT_NO_RETURN_REQUIRED,institution workspace root,InstitutionMembersScreen,lib/features/institutions/presentation/institution_members_screen.dart
/institution/:institutionId/invites,institution,in-app|deep-link|notification|external-link,push=1,own back icon,STACK_RETURN,yes,yes,yes,ok,yes,COMPLIANT,own affordance,InstitutionInvitesScreen,lib/features/institutions/presentation/institution_invites_screen.dart
/institution/:institutionId/join-requests,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,own back icon,STACK_RETURN,yes,unknown,yes,ok,yes,COMPLIANT,own affordance,InstitutionJoinRequestsScreen,lib/features/institutions/presentation/institution_join_requests_screen.dart
/institution/:institutionId/explore,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,go(fixed),ROOT_NO_RETURN (shell owns lateral movement),no,unknown,yes,ok,yes,ROOT_NO_RETURN_REQUIRED,institution workspace root,InstitutionExploreScreen,lib/features/institutions/explore/institution_explore_screen.dart
/institution/:institutionId/posts/new,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,own back icon; pop() UNGUARDED,STACK_RETURN needs a PARENT_RETURN fallback,yes,unknown,yes,unknown,NO,WRONG_RETURN_SEMANTICS,affordance pops without checking the stack,InstitutionPostComposerScreen,lib/features/institutions/posts/institution_post_composer_screen.dart
/institution/:institutionId/posts/:postId,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,shared page showBack; pop()+canPop,STACK_RETURN with PARENT_RETURN fallback,yes,unknown,yes,ok,yes,COMPLIANT,own affordance + stack-aware pop,InstitutionPostDetailScreen,lib/features/institutions/posts/institution_post_detail_screen.dart
/direct/:threadId,conversation,in-app|deep-link|notification|external-link,not-navigated-by-literal,none,STACK_RETURN + DEEP_LINK_FALLBACK to a canonical parent,no,unknown,MISSING,unknown,NO,DEEPLINK_ESCAPE_MISSING,addressable detail with no product-owned return,DirectThreadCutoverScope,lib/core/interactions/direct_thread_cutover_scope.dart
/direct-intent,conversation,in-app|deep-link,not-navigated-by-literal,go(fixed),PARENT_RETURN,no,unknown,n/a,unknown,NO,MISSING_RETURN_PATH,child destination with no product-owned return,DirectIntentScreen,lib/features/direct_threads/presentation/direct_intent_screen.dart
/notifications,other,in-app|deep-link,go=2,none,n/a,no,no — reached by go(),n/a,ok,yes,NOT_A_SURFACE,redirect-only route,,
/institution/:institutionId/u/:handle,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,none,n/a,no,unknown,yes,ok,yes,NOT_A_SURFACE,redirect-only route,,
/institution/:institutionId/institutions/:slug,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,none,n/a,no,unknown,yes,ok,yes,NOT_A_SURFACE,redirect-only route,,
/institution/:institutionId/direct/:threadId,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,none,STACK_RETURN + DEEP_LINK_FALLBACK to a canonical parent,no,unknown,MISSING,unknown,NO,DEEPLINK_ESCAPE_MISSING,addressable detail with no product-owned return,DirectThreadCutoverScope,lib/core/interactions/direct_thread_cutover_scope.dart
/institution/:institutionId/posts/:postId/edit,institution,in-app|deep-link|notification|external-link,push=1,own back icon; pop() UNGUARDED,STACK_RETURN needs a PARENT_RETURN fallback,yes,yes,yes,unknown,NO,WRONG_RETURN_SEMANTICS,affordance pops without checking the stack,InstitutionPostComposerScreen,lib/features/institutions/posts/institution_post_composer_screen.dart
/institution/:institutionId/activity,institution,in-app|deep-link|notification|external-link,go=1,none,ROOT_NO_RETURN (shell owns lateral movement),no,no — reached by go(),yes,ok,yes,ROOT_NO_RETURN_REQUIRED,institution workspace root,InstitutionActivityScreen,lib/features/institutions/activity/institution_activity_screen.dart
/institution/:institutionId/billing,institution,in-app|deep-link|notification|external-link,go=1,none,STACK_RETURN + DEEP_LINK_FALLBACK to a canonical parent,no,no — reached by go(),MISSING,unknown,NO,DEEPLINK_ESCAPE_MISSING,addressable detail with no product-owned return,InstitutionBillingScreen,lib/features/monetization/presentation/institution_billing_screen.dart
/institution/:institutionId/messages,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,none,ROOT_NO_RETURN (shell owns lateral movement),no,unknown,yes,ok,yes,ROOT_NO_RETURN_REQUIRED,institution workspace root,InstitutionMessagingScreen,lib/features/institutions/messaging/institution_messaging_screen.dart
/institution/:institutionId/messages/direct,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,none,n/a,no,unknown,yes,ok,yes,NOT_A_SURFACE,redirect-only route,,
/institution/:institutionId/messages/direct/archived,institution,in-app|deep-link|notification|external-link,not-navigated-by-literal,none,n/a,no,unknown,yes,ok,yes,NOT_A_SURFACE,redirect-only route,,
/realtime,meetings/live (protected),in-app|deep-link,not-navigated-by-literal,none,TERMINAL_EXIT / governed by its own domain,no,unknown,n/a,ok,yes,PROTECTED_BOUNDARY,Meetings/Live — audit only,RealtimeLobbyScreen,lib/features/realtime/presentation/realtime_lobby_screen.dart
/realtime/:sessionId,meetings/live (protected),in-app|deep-link|notification|external-link,go=1,own back icon; go(fixed); PopScope,TERMINAL_EXIT / governed by its own domain,yes,no — reached by go(),yes,ok,yes,PROTECTED_BOUNDARY,Meetings/Live — audit only,RealtimeRoomScreen,lib/features/realtime/presentation/realtime_room_screen.dart
